ticket_id,body_len,word_count,num_question,num_exclam,upper_ratio,urgency_hits,kw_refund,kw_cancel,kw_error
TCK-000180,51,8,0,0,0.0233,1,0,0,1
TCK-000181,155,27,2,0,0.0238,0,0,0,0
TCK-000182,151,27,0,0,0.025,0,0,0,0
TCK-000183,55,10,0,0,0.0222,0,0,0,0
TCK-000184,61,11,0,0,0.0408,0,0,0,1
TCK-000185,64,12,0,0,0.0192,0,0,0,0
TCK-000186,45,8,0,0,0.027,0,0,0,0
TCK-000187,64,9,0,0,0.037,1,0,0,0
TCK-000188,57,10,1,0,0.0213,0,0,0,0
TCK-000189,64,12,0,0,0.0192,0,0,0,0
TCK-000190,56,11,0,0,0.0222,0,0,0,0
TCK-000191,55,8,0,0,0.0638,0,0,0,0
TCK-000192,107,19,0,1,0.0235,2,1,0,0
TCK-000193,56,11,0,0,0.0222,0,0,0,0
TCK-000194,59,10,0,0,0.0204,1,0,0,1
TCK-000195,64,12,0,0,0.0192,0,0,0,0
TCK-000196,53,9,0,0,0.0227,0,0,0,0
TCK-000197,59,10,0,0,0.0204,1,0,0,1
TCK-000198,64,9,0,0,0.037,1,0,0,0
TCK-000199,171,31,0,0,0.0217,0,0,0,0
TCK-000200,55,10,0,0,0.0222,0,0,0,0
TCK-000201,56,10,1,0,0.0217,0,0,0,0
TCK-000202,64,9,0,0,0.037,1,0,0,0
TCK-000203,54,10,0,0,0.0233,0,0,0,0
TCK-000204,55,8,0,0,0.0217,1,0,1,0
TCK-000205,45,8,0,0,0.027,0,0,0,0
TCK-000206,57,9,1,0,0.0208,0,0,0,0
TCK-000207,102,17,1,1,0.0241,1,0,0,0
TCK-000208,57,10,1,0,0.0213,0,0,0,0
TCK-000209,55,10,0,0,0.0222,0,0,0,0
TCK-000210,101,17,1,0,0.0244,0,0,0,0
TCK-000211,62,11,0,0,0.02,1,1,0,0
TCK-000212,56,10,1,0,0.0217,0,0,0,0
TCK-000213,51,8,0,0,0.0233,1,0,0,1
TCK-000214,56,10,1,0,0.0217,0,0,0,0
TCK-000215,64,12,0,0,0.0192,0,0,0,0
TCK-000216,53,9,0,0,0.0227,0,0,0,0
TCK-000217,56,11,0,0,0.0222,0,0,0,0
TCK-000218,167,29,0,0,0.0224,2,1,0,0
TCK-000219,55,10,0,0,0.0222,0,0,0,0
TCK-000220,64,9,0,0,0.037,1,0,0,0
TCK-000221,157,27,2,0,0.0234,0,0,0,0
TCK-000222,62,11,0,0,0.02,1,1,0,0
TCK-000223,105,17,0,0,0.0235,1,0,0,1
TCK-000224,171,31,0,0,0.0217,0,0,0,0
TCK-000225,46,9,0,0,0.0303,2,0,0,1
TCK-000226,64,12,0,0,0.0192,0,0,0,0
TCK-000227,161,25,2,0,0.0227,0,0,0,0
TCK-000228,45,8,0,0,0.027,0,0,0,0
TCK-000229,149,25,0,0,0.0246,0,0,0,0
TCK-000230,55,8,0,0,0.0217,1,0,1,0
TCK-000231,57,10,1,0,0.0213,0,0,0,0
TCK-000232,54,10,0,0,0.0233,0,0,0,0
TCK-000233,61,10,0,0,0.02,1,0,1,0
TCK-000234,64,9,0,0,0.037,1,0,0,0
TCK-000235,104,18,0,1,0.0238,2,0,0,1
TCK-000236,61,10,0,0,0.02,1,0,0,1
TCK-000237,40,7,0,0,0.0303,0,0,0,0
TCK-000238,53,9,0,0,0.0227,0,0,0,0
TCK-000239,153,27,0,0,0.0242,0,0,0,0
TCK-000240,145,23,0,0,0.025,2,0,0,1
TCK-000241,62,11,0,0,0.02,1,1,0,0
TCK-000242,46,9,0,0,0.0303,2,0,0,1
TCK-000243,55,8,0,0,0.0217,1,0,1,0
TCK-000244,155,29,0,0,0.0242,0,0,0,0
TCK-000245,40,7,0,0,0.0303,0,0,0,0
TCK-000246,153,27,0,0,0.0242,0,0,0,0
TCK-000247,62,11,0,0,0.02,1,1,0,0
TCK-000248,59,10,0,0,0.0204,1,0,0,1
TCK-000249,62,11,0,0,0.02,1,1,0,0
TCK-000250,104,18,0,1,0.0238,2,0,0,1
TCK-000251,165,29,0,0,0.0379,0,0,0,1
TCK-000252,155,27,2,0,0.0238,0,0,0,0
TCK-000253,61,10,0,0,0.02,1,0,1,0
TCK-000254,102,18,1,1,0.0244,1,0,0,0
TCK-000255,59,9,1,0,0.0204,0,0,0,0
TCK-000256,153,27,0,0,0.0242,0,0,0,0
TCK-000257,57,10,1,0,0.0213,0,0,0,0
TCK-000258,90,16,0,0,0.0294,2,0,0,1
TCK-000259,64,9,0,0,0.037,1,0,0,0
TCK-000260,51,8,0,0,0.0233,1,0,0,1
TCK-000261,53,9,0,0,0.0227,0,0,0,0
TCK-000262,59,9,1,0,0.0204,0,0,0,0
TCK-000263,45,8,0,0,0.027,0,0,0,0
TCK-000264,59,10,0,0,0.0204,1,0,0,1
TCK-000265,54,10,0,0,0.0233,0,0,0,0
TCK-000266,171,25,0,0,0.0352,2,0,0,0
TCK-000267,55,8,0,0,0.0217,1,0,1,0
TCK-000268,56,11,0,0,0.0222,0,0,0,0
TCK-000269,55,10,0,0,0.0222,0,0,0,0
TCK-000270,56,11,0,0,0.0222,0,0,0,0
TCK-000271,56,10,1,0,0.0217,0,0,0,0
TCK-000272,55,10,0,0,0.0222,0,0,0,0
TCK-000273,89,15,0,0,0.0274,1,0,0,0
TCK-000274,62,11,0,0,0.02,1,1,0,0
TCK-000275,57,10,1,0,0.0213,0,0,0,0
TCK-000276,91,17,0,1,0.0294,3,0,0,1
TCK-000277,46,9,0,0,0.0303,2,0,0,1
TCK-000278,62,11,0,0,0.02,1,1,0,0
TCK-000279,62,11,0,0,0.02,1,1,0,0
TCK-000280,54,10,0,0,0.0233,0,0,0,0
TCK-000281,53,9,0,0,0.0227,0,0,0,0
TCK-000282,56,10,1,0,0.0217,0,0,0,0
TCK-000283,53,9,0,0,0.0227,0,0,0,0
TCK-000284,171,25,0,0,0.0352,2,0,0,0
TCK-000285,55,8,0,0,0.0638,0,0,0,0
TCK-000286,46,9,0,0,0.0303,2,0,0,1
TCK-000287,64,9,0,0,0.037,1,0,0,0
TCK-000288,59,10,0,0,0.0204,1,0,0,1
TCK-000289,171,31,0,0,0.0217,0,0,0,0
TCK-000290,59,9,1,0,0.0204,0,0,0,0
TCK-000291,64,12,0,0,0.0192,0,0,0,0
TCK-000292,61,10,0,0,0.02,1,0,0,1
TCK-000293,101,16,1,0,0.0241,0,0,0,0
TCK-000294,56,10,1,0,0.0217,0,0,0,0
TCK-000295,54,10,0,0,0.0233,0,0,0,0
TCK-000296,57,9,1,0,0.0208,0,0,0,0
TCK-000297,135,25,0,0,0.03,4,0,0,1
TCK-000298,59,10,0,0,0.0204,1,0,0,1
TCK-000299,55,8,0,0,0.0638,0,0,0,0
TCK-000300,64,12,0,0,0.0192,0,0,0,0
TCK-000301,57,10,1,0,0.0213,0,0,0,0
TCK-000302,40,7,0,0,0.0303,0,0,0,0
TCK-000303,64,9,0,0,0.037,1,0,0,0
TCK-000304,54,10,0,0,0.0233,0,0,0,0
TCK-000305,57,10,1,0,0.0213,0,0,0,0
TCK-000306,56,10,1,0,0.0217,0,0,0,0
TCK-000307,61,11,0,0,0.0408,0,0,0,1
TCK-000308,57,9,1,0,0.0208,0,0,0,0
TCK-000309,54,10,0,0,0.0233,0,0,0,0
TCK-000310,56,11,0,0,0.0222,0,0,0,0
TCK-000311,64,9,0,0,0.037,1,0,0,0
TCK-000312,200,37,0,1,0.0252,1,0,0,0
TCK-000313,61,10,0,0,0.02,1,0,1,0
TCK-000314,91,15,1,0,0.0267,1,0,0,0
TCK-000315,45,8,0,0,0.027,0,0,0,0
TCK-000316,165,29,0,0,0.0379,0,0,0,1
TCK-000317,56,11,0,0,0.0222,0,0,0,0
TCK-000318,64,9,0,0,0.037,1,0,0,0
TCK-000319,54,10,0,0,0.0233,0,0,0,0
TCK-000320,54,10,0,0,0.0233,0,0,0,0
TCK-000321,46,9,0,0,0.0303,2,0,0,1
TCK-000322,45,8,0,0,0.027,0,0,0,0
TCK-000323,59,10,0,0,0.0204,1,0,0,1
TCK-000324,55,10,0,0,0.0222,0,0,0,0
TCK-000325,54,10,0,0,0.0233,0,0,0,0
TCK-000326,54,10,0,0,0.0233,0,0,0,0
TCK-000327,61,10,0,0,0.02,1,0,0,1
TCK-000328,59,10,0,0,0.0204,1,0,0,1
TCK-000329,61,11,0,0,0.0408,0,0,0,1
TCK-000330,53,9,0,0,0.0227,0,0,0,0
TCK-000331,55,10,0,0,0.0222,0,0,0,0
TCK-000332,64,9,0,0,0.037,1,0,0,0
TCK-000333,56,11,0,0,0.0222,0,0,0,0
TCK-000334,56,11,0,0,0.0222,0,0,0,0
TCK-000335,53,9,0,0,0.0227,0,0,0,0
TCK-000336,45,8,0,0,0.027,0,0,0,0
TCK-000337,61,11,0,0,0.0408,0,0,0,1
TCK-000338,59,9,1,0,0.0204,0,0,0,0
TCK-000339,195,30,2,0,0.025,1,0,0,0
TCK-000340,55,10,0,0,0.0222,0,0,0,0
TCK-000341,57,9,1,0,0.0208,0,0,0,0
TCK-000342,64,9,0,0,0.037,1,0,0,0
TCK-000343,61,11,0,0,0.0408,0,0,0,1
TCK-000344,56,11,0,0,0.0222,0,0,0,0
TCK-000345,56,10,1,0,0.0217,0,0,0,0
TCK-000346,57,10,1,0,0.0213,0,0,0,0
TCK-000347,101,16,1,0,0.0241,0,0,0,0
TCK-000348,135,25,0,0,0.03,4,0,0,1
TCK-000349,61,11,0,0,0.0408,0,0,0,1
TCK-000350,64,9,0,0,0.037,1,0,0,0
TCK-000351,53,9,0,0,0.0227,0,0,0,0
TCK-000352,61,11,0,0,0.0408,0,0,0,1
TCK-000353,64,9,0,0,0.037,1,0,0,0
TCK-000354,96,16,0,0,0.0256,2,1,0,0
TCK-000355,55,8,0,0,0.0217,1,0,1,0
TCK-000356,53,9,0,0,0.0227,0,0,0,0
TCK-000357,53,9,0,0,0.0227,0,0,0,0
TCK-000358,171,31,0,0,0.0217,0,0,0,0
TCK-000359,56,10,1,0,0.0217,0,0,0,0
TCK-000360,167,29,0,0,0.0224,2,1,0,0
TCK-000361,56,10,1,0,0.0217,0,0,0,0
TCK-000362,61,11,0,0,0.0408,0,0,0,1
TCK-000363,64,12,0,0,0.0192,0,0,0,0
TCK-000364,133,23,0,0,0.0278,0,0,0,0
TCK-000365,155,27,2,0,0.0238,0,0,0,0
TCK-000366,64,12,0,0,0.0192,0,0,0,0
TCK-000367,55,10,0,0,0.0222,0,0,0,0
TCK-000368,62,11,0,0,0.02,1,1,0,0
TCK-000369,55,10,0,0,0.0222,0,0,0,0
TCK-000370,45,8,0,0,0.027,0,0,0,0
TCK-000371,40,7,0,0,0.0303,0,0,0,0
TCK-000372,64,12,0,0,0.0192,0,0,0,0
TCK-000373,53,9,0,0,0.0227,0,0,0,0
TCK-000374,62,11,0,0,0.02,1,1,0,0
TCK-000375,45,8,0,0,0.027,0,0,0,0
TCK-000376,54,10,0,0,0.0233,0,0,0,0
TCK-000377,53,9,0,0,0.0227,0,0,0,0
TCK-000378,57,10,1,0,0.0213,0,0,0,0
TCK-000379,40,7,0,0,0.0303,0,0,0,0
TCK-000380,64,9,0,0,0.037,1,0,0,0
TCK-000381,64,12,0,0,0.0192,0,0,0,0
TCK-000382,57,9,1,0,0.0208,0,0,0,0
TCK-000383,56,10,1,0,0.0217,0,0,0,0
TCK-000384,55,8,0,0,0.0217,1,0,1,0
TCK-000385,51,8,0,0,0.0233,1,0,0,1
TCK-000386,59,9,1,0,0.0204,0,0,0,0
TCK-000387,64,9,0,0,0.037,1,0,0,0
TCK-000388,56,10,1,0,0.0217,0,0,0,0
TCK-000389,57,9,1,0,0.0208,0,0,0,0
TCK-000390,45,8,0,0,0.027,0,0,0,0
TCK-000391,40,7,0,0,0.0303,0,0,0,0
TCK-000392,101,19,0,1,0.025,1,0,0,0
TCK-000393,101,19,0,1,0.025,1,0,0,0
TCK-000394,98,17,0,0,0.0256,0,0,0,0
TCK-000395,64,12,0,0,0.0192,0,0,0,0
TCK-000396,102,17,1,1,0.0241,1,0,0,0
TCK-000397,40,7,0,0,0.0303,0,0,0,0
TCK-000398,56,10,1,0,0.0217,0,0,0,0
TCK-000399,105,17,0,0,0.0235,1,0,1,0
TCK-000400,46,9,0,0,0.0303,2,0,0,1
TCK-000401,57,10,1,0,0.0213,0,0,0,0
TCK-000402,57,9,1,0,0.0208,0,0,0,0
TCK-000403,145,23,0,0,0.025,2,0,0,1
TCK-000404,59,10,0,0,0.0204,1,0,0,1
TCK-000405,59,10,0,0,0.0204,1,0,0,1
TCK-000406,64,12,0,0,0.0192,0,0,0,0
TCK-000407,64,12,0,0,0.0192,0,0,0,0
TCK-000408,165,27,0,0,0.0224,2,0,0,1
TCK-000409,57,10,1,0,0.0213,0,0,0,0
TCK-000410,149,25,0,0,0.0246,0,0,0,0
TCK-000411,53,9,0,0,0.0227,0,0,0,0
TCK-000412,56,10,1,0,0.0217,0,0,0,0
TCK-000413,55,8,0,0,0.0638,0,0,0,0
TCK-000414,46,9,0,0,0.0303,2,0,0,1
TCK-000415,56,11,0,0,0.0222,0,0,0,0
TCK-000416,165,27,0,0,0.0224,2,0,0,1
TCK-000417,56,11,0,0,0.0222,0,0,0,0
TCK-000418,98,14,0,0,0.0366,2,0,0,0
TCK-000419,64,12,0,0,0.0192,0,0,0,0
TCK-000420,59,10,0,0,0.0204,1,0,0,1
TCK-000421,64,9,0,0,0.037,1,0,0,0
TCK-000422,45,8,0,0,0.027,0,0,0,0
TCK-000423,51,8,0,0,0.0233,1,0,0,1
TCK-000424,57,10,1,0,0.0213,0,0,0,0
TCK-000425,99,17,0,0,0.025,0,0,0,0
TCK-000426,55,10,0,0,0.0222,0,0,0,0
TCK-000427,61,10,0,0,0.02,1,0,1,0
TCK-000428,155,29,0,0,0.0242,0,0,0,0
TCK-000429,45,8,0,0,0.027,0,0,0,0
TCK-000430,56,10,1,0,0.0217,0,0,0,0
TCK-000431,59,10,0,0,0.0204,1,0,0,1
TCK-000432,59,10,0,0,0.0204,1,0,0,1
TCK-000433,54,10,0,0,0.0233,0,0,0,0
TCK-000434,56,10,1,0,0.0217,0,0,0,0
TCK-000435,51,8,0,0,0.0233,1,0,0,1
TCK-000436,57,9,1,0,0.0208,0,0,0,0
TCK-000437,46,9,0,0,0.0303,2,0,0,1
TCK-000438,53,9,0,0,0.0227,0,0,0,0
TCK-000439,59,10,0,0,0.0204,1,0,0,1
TCK-000440,171,31,0,0,0.0217,0,0,0,0
TCK-000441,151,27,0,0,0.025,0,0,0,0
TCK-000442,57,10,1,0,0.0213,0,0,0,0
TCK-000443,64,12,0,0,0.0192,0,0,0,0
TCK-000444,61,11,0,0,0.0408,0,0,0,1
TCK-000445,53,9,0,0,0.0227,0,0,0,0
TCK-000446,133,23,0,0,0.0278,0,0,0,0
TCK-000447,61,10,0,0,0.02,1,0,1,0
TCK-000448,194,33,0,1,0.0255,1,0,0,0
TCK-000449,89,15,0,0,0.0278,0,0,0,0
TCK-000450,59,9,1,0,0.0204,0,0,0,0
TCK-000451,51,8,0,0,0.0233,1,0,0,1
TCK-000452,62,11,0,0,0.02,1,1,0,0
TCK-000453,53,9,0,0,0.0227,0,0,0,0
TCK-000454,79,13,0,0,0.0308,1,0,0,0
TCK-000455,51,8,0,0,0.0233,1,0,0,1
TCK-000456,171,31,0,0,0.0217,0,0,0,0
TCK-000457,153,23,0,0,0.0238,2,0,1,0
TCK-000458,55,10,0,0,0.0222,0,0,0,0
TCK-000459,64,12,0,0,0.0192,0,0,0,0
TCK-000460,64,9,0,0,0.037,1,0,0,0
TCK-000461,51,8,0,0,0.0233,1,0,0,1
TCK-000462,61,10,0,0,0.02,1,0,0,1
TCK-000463,61,10,0,0,0.02,1,0,1,0
TCK-000464,106,18,0,0,0.0235,1,1,0,0
TCK-000465,167,29,0,0,0.0224,2,1,0,0
TCK-000466,165,27,0,0,0.0224,2,0,1,0
TCK-000467,100,16,0,1,0.0488,1,0,0,0
TCK-000468,55,8,0,0,0.0217,1,0,1,0
TCK-000469,62,11,0,0,0.02,1,1,0,0
TCK-000470,53,9,0,0,0.0227,0,0,0,0
TCK-000471,95,15,0,0,0.0256,2,0,0,1
TCK-000472,57,10,1,0,0.0213,0,0,0,0
TCK-000473,53,9,0,0,0.0227,0,0,0,0
TCK-000474,55,10,0,0,0.0222,0,0,0,0
TCK-000475,57,9,1,0,0.0208,0,0,0,0
TCK-000476,59,10,0,0,0.0204,1,0,0,1
TCK-000477,64,9,0,0,0.037,1,0,0,0
TCK-000478,59,10,0,0,0.0204,1,0,0,1
TCK-000479,57,10,1,0,0.0213,0,0,0,0
TCK-000480,59,10,0,0,0.0204,1,0,0,1
TCK-000481,45,8,0,0,0.027,0,0,0,0
TCK-000482,55,10,0,0,0.0222,0,0,0,0
TCK-000483,61,11,0,0,0.0408,0,0,0,1
TCK-000484,99,17,0,0,0.025,0,0,0,0
TCK-000485,59,9,1,0,0.0204,0,0,0,0
TCK-000486,61,10,0,0,0.02,1,0,0,1
TCK-000487,56,11,0,0,0.0222,0,0,0,0
TCK-000488,53,9,0,0,0.0227,0,0,0,0
TCK-000489,106,18,0,1,0.0235,2,0,0,1
TCK-000490,61,10,0,0,0.02,1,0,0,1
TCK-000491,55,8,0,0,0.0217,1,0,1,0
TCK-000492,101,18,1,1,0.0247,1,0,0,0
TCK-000493,54,10,0,0,0.0233,0,0,0,0
TCK-000494,61,10,0,0,0.02,1,0,1,0
TCK-000495,57,10,1,0,0.0213,0,0,0,0
TCK-000496,57,9,1,0,0.0208,0,0,0,0
TCK-000497,57,10,1,0,0.0213,0,0,0,0
TCK-000498,61,10,0,0,0.02,1,0,0,1
TCK-000499,59,9,1,0,0.0204,0,0,0,0
TCK-000500,55,8,0,0,0.0217,1,0,1,0
